Instance,Publication,Group,Date,Average_0Scale,Average_0Scale_Corrected
I1843,LipsonNature2017,Iberia_C,3092-2877 calBCE [3092-2918 calBCE (4390±30 BP; Beta-301225); 3011-2877 calBCE (4290±30 BP; Beta-301226)],-2985,-2984
I1851,NarasimhanPattersonScience2019,Russia_MLBA_Krasnoyarsk,1611-1459 calBCE (3255±20 BP; PSUAMS-2436),-1535,-1535
I1852,NarasimhanPattersonScience2019,Russia_MLBA_Krasnoyarsk,1623-1518 calBCE (3295±20 BP; PSUAMS-2865),-1571,-1570
I1853,NarasimhanPattersonScience2019,Russia_MLBA_Krasnoyarsk,1611-1503 calBCE (3270±20 BP; PSUAMS-2437),-1557,-1557
I1856,NarasimhanPattersonScience2019,Russia_MLBA_Krasnoyarsk,1685-1531 calBCE (3330±25 BP; PSUAMS-2067),-1608,-1608
I1887,LipsonNature2017,Hungary_MN_Vinca,5400-5000 BCE,-5200,-5200
I1889,LipsonNature2017,Hungary_MN_Vinca,5202-4851 calBCE (6079±33 BP; MAMS-14808),-5027,-5026
I1890,LipsonNature2017,Hungary_LN_Sopot,5100-4750 BCE,-4925,-4925
I1891,LipsonNature2017,Hungary_LN_Sopot,5195-4842 calBCE (6060±40 BP; Poz-83633),-5019,-5018
I1894,LipsonNature2017,Hungary_MN_Vinca,5400-5000 BCE,-5200,-5200
I1896,LipsonNature2017,Hungary_MN_Vinca,5320-5080 calBCE (6264±34 BP; OxA-29050),-5200,-5200
I1899,LipsonNature2017,Hungary_LN_Lengyel,4510-4350 calBCE (5610±33 BP; MAMS-14826),-4430,-4430
I1900,LipsonNature2017,Hungary_LN_Lengyel,4796-4685 calBCE (5861±26 BP; MAMS-14827),-4741,-4740
I1901,LipsonNature2017,Hungary_LN_Lengyel,4800-4500 BCE,-4650,-4650
I1903,LipsonNature2017,Hungary_LN_Lengyel_son.I10619.son.I10624.halfbro.I10620.halfbro.I10621,4800-4500 BCE,-4650,-4650
I1906,LipsonNature2017,Hungary_LN_Lengyel,4800-4500 BCE,-4650,-4650
I1908,LipsonNature2017,Hungary_C_Balaton_Lasinja,4300-3900 BCE,-4100,-4100
I1909,LipsonNature2017,Hungary_C_Balaton_Lasinja,4232-4046 calBCE (5300±23 BP; MAMS-14132),-4139,-4139
I1934_published,VanDenBrink2017,Israel_MLBA_published,1400-1100 BCE (based on other samples),-1250,-1250
I1955,LazaridisNature2016,Iran_Historic_GanjDareh,1430-1485 calCE (330±30 BP; Beta-432801),1457,1458
I1958,NarasimhanPattersonScience2019,Russia_HG_Tyumen,4723-4558 calBCE (5805±25 BP; PSUAMS-2359),-4641,-4640
I1960,NarasimhanPattersonScience2019,Russia_HG_Tyumen,6361-6071 calBCE [6335-6071 calBCE (7330±40 BP; Poz-82198); 6361-6086 calBCE (7355±40 BP; OxA-33489; d15N=+15.3 permil possible marine influence)],-6216,-6216
I1972,LipsonNature2017,Iberia_EN,4827-4692 calBCE (5880±30 BP; Beta-366569),-4760,-4760
I1975,LipsonNature2017,Iberia_C,3090-2894 calBCE (4350±40 BP; Beta-288937),-2992,-2992
I2464,OlaldeNature2018,England_C_EBA,1750-1610 calBCE (3379±30 BP; NZA-28700),-1680,-1680
I2509,MathiesonNature2018,Bulgaria_C,4452-4354 calBCE (5565±25 BP; PSUAMS-1812),-4403,-4403
I2510,MathiesonNature2018,Bulgaria_EBA,2906-2710 calBCE (4235±25 BP; PSUAMS-1815),-2808,-2808
I2513,NarasimhanPattersonScience2019,Iran_C_TepeHissar,2849-2492 calBCE (4070±25 BP; PSUAMS-2229),-2671,-2670
I2514,NarasimhanPattersonScience2019,Iran_C_TepeHissar,2474-2307 calBCE (3915±25 BP; PSUAMS-1918),-2391,-2390
I2519,MathiesonNature2018,Bulgaria_C,4337-4246 calBCE (5425±25 BP; PSUAMS-1813),-4292,-4292
I2520,MathiesonNature2018,Bulgaria_EBA,3336-3028 calBCE (4470±25 BP; PSUAMS-1814),-3182,-3182
I2532,MathiesonNature2018,Romania_EN,5715-5626 calBCE (6755±30 BP; PSUAMS-1747),-5671,-5670
I2533,MathiesonNature2018,Romania_EN,5484-5372 calBCE (6470±30 BP; PSUAMS-1748),-5428,-5428
I2534,MathiesonNature2018,Romania_Mesolithic,5810-5630 calBCE (6829±47 BP; PSUAMS-2334 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011),-5720,-5720
I2565_published,OlaldeNature2018,England_BellBeaker_published_lc,2470-2140 calBCE (3829±38 BP; OxA-13562),-2305,-2305
I2566,OlaldeNature2018,England_C_EBA,2210-2030 calBCE (3734±25 BP; NZA-32490),-2120,-2120
I2567,OlaldeNature2018,Scotland_C_EBA,2275-1884 calBCE [2131-1884 calBCE (3615±40 BP; SUERC-4072); 2275-2024 calBCE (3725±35 BP; SUERC-4083)],-2080,-2080
I2568,OlaldeNature2018,Scotland_C_EBA,2287-2039 calBCE (3755±35 BP; SUERC-4078),-2163,-2163
I2569_published,OlaldeNature2018,Scotland_C_EBA_published,2140-1916 calBCE (3650±40 BP; SUERC-5318),-2028,-2028
I2573,OlaldeNature2018,Scotland_MBA,1501-1302 calBCE (3144±37 BP; OxA-16486),-1402,-1402
I2574_published,OlaldeNature2018,Wales_EBA_published,1415-1228 calBCE (3065±36 BP; SUERC-62072),-1322,-1322
I2575_published,OlaldeNature2018,France_BellBeaker_published,2476-2211 calBCE (3895±40 BP; GrA-22988),-2344,-2344
I2596,OlaldeNature2018,England_EBA_father.or.son.I2597,2280-2030 calBCE (3739±30 BP; NZA-32484),-2155,-2155
I2598_published,OlaldeNature2018,England_C_EBA_published,2140-1940 calBCE (3664±30 BP; NZA-32494),-2040,-2040
I2600,OlaldeNature2018,England_C_EBA_o_daughter.I2457,2140-1940 calBCE (3646±27 BP; SUERC-43374),-2040,-2040
I2601,OlaldeNature2018,England_C_EBA,1960-1750 calBCE (3535±35 BP; SUERC-40713),-1855,-1855
I2602,OlaldeNature2018,England_C_EBA,1900-1690 calBCE (3490±30 BP; SUERC-40290),-1795,-1795
I2605,OlaldeNature2018,England_N,3631-2944 calBCE [3631-3372 calBCE (4710±35 BP; Poz-83483); 3368-2944 calBCE (4500±60 BP; BM-3173)],-3288,-3288
I2609,OlaldeNature2018,England_C_EBA,2023-1772 calBCE (3560±40 BP; Poz-83423),-1898,-1898
I2610,OlaldeNature2018,England_C_EBA,1936-1746 calBCE (3515±35 BP; Poz-83498),-1841,-1841
I2612,OlaldeNature2018,England_C_EBA,2465-2209 calBCE (3865±35 BP; Poz-83492),-2337,-2337
I2618,OlaldeNature2018,England_C_EBA,2135-1951 calBCE (3660±28 BP; OxA-26254),-2043,-2043
I2629_published,OlaldeNature2018,Scotland_N_published,3180-2780 BCE,-2980,-2980
I2630,OlaldeNature2018,Scotland_N,2580-2463 calBCE (3999±32 BP; SUERC-68632),-2522,-2522
I2631,OlaldeNature2018,Scotland_N,3097-2906 calBCE (4384±36 BP; SUERC-68633),-3002,-3002
I2633,OlaldeNature2018,Scotland_N,3765-3641 calBCE (4911±32 BP; SUERC-68634),-3703,-3703
I2635,OlaldeNature2018,Scotland_N,3652-3389 calBCE (4796±37 BP; SUERC-68639),-3521,-3520
I2637,OlaldeNature2018,Scotland_N,3510-3340 calBCE (4697±33 BP; SUERC-68641; adjusted to allow for a slight marine offset by Rick Schulting),-3425,-3425
I2639,OlaldeNature2018,England_MBA,1600-1430 calBCE (3225±25 BP; NZA-32497),-1515,-1515
I2650,OlaldeNature2018,Scotland_N,3500-3360 calBCE (4754±36 BP; SUERC-68642; adjusted to allow for a slight marine offset by Rick Schulting),-3430,-3430
I2651,OlaldeNature2018,Scotland_N,3330-3090 calBCE (4525±36 BP; SUERC-68643; adjusted to allow for a slight marine offset by Rick Schulting),-3210,-3210
I2653,OlaldeNature2018,Scotland_MBA,1388-1133 calBCE (3019±26 BP; SUERC-75916),-1261,-1260
I2654,OlaldeNature2018,Scotland_MBA,1395-1261 calBCE (3074±29 BP; SUERC-75917),-1328,-1328
I2655,OlaldeNature2018,Scotland_MBA,1442-1273 calBCE (3105±35 BP; SUERC-9172),-1358,-1358
I2659,OlaldeNature2018,Scotland_N,3761-3643 calBCE (4914±27 BP; SUERC-68702),-3702,-3702
I2660,OlaldeNature2018,Scotland_N,3513-3352 calBCE (4631±29 BP; SUERC-68703),-3433,-3432
I2691,OlaldeNature2018,Scotland_N,3700-3639 calBCE (4881±25 BP; SUERC-68704),-3670,-3670
I2741,OlaldeNature2018,Hungary_EBA_BellBeaker_o,2458-2154 calBCE (3835±35 BP; Poz-83641),-2306,-2306
I2743,LipsonNature2017,Hungary_MN_ALPc_Szakalhat,5300-4900 BCE,-5100,-5100
I2744,LipsonNature2017,Hungary_MN_ALPc_Szakalhat,5300-4900 BCE,-5100,-5100
I2745,LipsonNature2017,Hungary_MN_ALPc_Szakalhat,5300-4900 BCE,-5100,-5100
I2746,LipsonNature2017,Hungary_LN_Tisza,5000-4500 BCE,-4750,-4750
I2752,LipsonNature2017,Hungary_LateC_Baden,3600-2850 BCE,-3225,-3225
I2753,LipsonNature2017,Hungary_LateC_Baden,3332-2929 calBCE (4440±35 BP; Poz-88231),-3131,-3130
I2754,LipsonNature2017,Hungary_LateC_Baden,3337-3024 calBCE (4465±30 BP; Poz-83637),-3181,-3180
I2755,LipsonNature2017,Hungary_LateC_Baden,3600-2850 BCE,-3225,-3225
I2763,LipsonNature2017,Hungary_LateC_Baden,3360-3103 calBCE (4528±31 BP; DeA-14662),-3232,-3232
I2783,LipsonNature2017,Hungary_Hunyadihalom_MCHA,4228-3963 calBCE (5230±40 BP; Poz-83638),-4096,-4096
I2785,LipsonNature2017,Hungary_LateC_Baden,3600-2850 BCE,-3225,-3225
I2787,OlaldeNature2018,Hungary_EBA_BellBeaker,2458-2202 calBCE (3840±35 BP; Poz-83640),-2330,-2330
I2788,LipsonNature2017,Hungary_LateC_Protoboleraz,3909-3651 calBCE (4960±40 BP; VERA-5402),-3780,-3780
I2789,LipsonNature2017,Hungary_LateC_Protoboleraz,3800-3600 BCE,-3700,-3700
I2796_published,OlaldeNature2018,Scotland_N_published,3706-3536 calBCE (4856±33 BP; SUERC-69074; adjusted to allow for a slight marine offset by Rick Schulting),-3621,-3621
I2859,OlaldeNature2018,Scotland_LBA,911-810 calBCE (2714±29 BP; SUERC-68714),-861,-860
I2860,OlaldeNature2018,Scotland_LBA,970-816 calBCE (2738±29 BP; SUERC-68715),-893,-893
I2861,OlaldeNature2018,Scotland_LBA,977-829 calBCE (2757±29 BP; SUERC-68716),-903,-903
I2923,NarasimhanPattersonScience2019,Iran_C_TepeHissar,2878-2636 calBCE (4160±25 BP; PSUAMS-1915),-2757,-2757
I2924,NarasimhanPattersonScience2019,Iran_C_TepeHissar,2881-2666 calBCE (4170±25 BP; PSUAMS-2262),-2774,-2774
I2925,NarasimhanPattersonScience2019,Iran_C_TepeHissar,2881-2666 calBCE (4170±25 BP; PSUAMS-1913),-2774,-2774
I2932,OlaldeNature2018,Scotland_N,2570-2347 calBCE (3962±29 BP; SUERC-68721),-2459,-2458
I2933,OlaldeNature2018,Scotland_N,3010-2885 calBCE (4309±29 BP; SUERC-68722),-2948,-2948
I2934,OlaldeNature2018,Scotland_N,3338-3022 calBCE (4466±33 BP; SUERC-69071),-3180,-3180
I2935,OlaldeNature2018,Scotland_N,3335-3011 calBCE (4451±29 BP; SUERC-68723),-3173,-3173
I2954,NarasimhanPattersonScience2019,Pakistan_H_SaiduSharif_lc,403-360 calBCE (2296±19 BP; CIRCE-DSH-5624),-382,-382
I2959,NarasimhanPattersonScience2019,Pakistan_Medieval_Udegram_Ghaznavid,1037-1207 calCE (905±30 BP; Poz-83508),1122,1122
I3005,BraceDiekmannNatureEcologyEvolution2019,England_N_possible,3780-3650 calBCE (4934±35 BP; OxA-34336),-3715,-3715
I3033,BraceDiekmannNatureEcologyEvolution2019,Wales_N,3695-3520 calBCE (4819±42 BP; UBA-32284),-3608,-3608
I3039,BraceDiekmannNatureEcologyEvolution2019,England_N_1d.rel.I6761,3650-3500 BCE,-3575,-3575
I3040,BraceDiekmannNatureEcologyEvolution2019,England_N,3650-3500 BCE,-3575,-3575
I3041,OlaldeNature2018,Scotland_N,3942-3037 BCE,-3490,-3490
I3065,BraceDiekmannNatureEcologyEvolution2019,Scotland_Mesolithic,4256-3803 calBCE (5492±36 BP; SUERC-69249),-4030,-4030
I3085,OlaldeNature2018,Scotland_N,3338-3026 calBCE (4471±29 BP; SUERC-68724),-3182,-3182
I3130,OlaldeNature2018,Scotland_LBA,978-830 calBCE (2758±29 BP; SUERC-68713),-904,-904
I3447,NarasimhanPattersonScience2019,Kazakhstan_Dali_EBA,2850-2495 calBCE (4075±25 BP; PSUAMS-2071),-2673,-2672
I1765_d,OlaldeNature2018,England_BellBeaker_lc,2330-2040 calBCE (3780±40 BP; OxA-8729),-2185,-2185
I2656_published_d,OlaldeNature2018,Scotland_LBA_published,1279-980 calBCE (2930±50 BP; GU-2762),-1130,-1130
I3025,BraceDiekmannNatureEcologyEvolution2019,England_Mesolithic,7280-7080 calBCE (8270±45 BP; OxA-23812),-7180,-7180
I3592,OlaldeNature2018,Germany_BellBeaker,2458-2204 calBCE (3844±33 BP; BRAMS-1218),-2331,-2331
I3593_published,OlaldeNature2018,Germany_BellBeaker_1d.rel.I3590_published,2398-2146 calBCE (3817±26 BP; BRAMS-1215),-2272,-2272
I3596_published,OlaldeNature2018,Germany_BellBeaker_published_lc,2300-2150 BCE,-2225,-2225
I3597,OlaldeNature2018,Germany_BellBeaker_1d.rel.I3594,2300-2150 BCE,-2225,-2225
I3712_published,MathiesonNature2018,Ukraine_N_published,5507-5376 calBCE (6490±25 BP; PSUAMS-2300),-5442,-5442
I3713_published,MathiesonNature2018,Ukraine_N_published,5190-4911 calBCE (6080±25 BP; PSUAMS-2301),-5051,-5050
I3716_published,MathiesonNature2018,Ukraine_N_published,5469-5328 calBCE (6410±25 BP; PSUAMS-2302),-5399,-5398
Tianyuan,YangCurrentBiology2017,China_Tianyuan,38170-36880 calBCE (34430±510 BP; BA-03222),-37525,-37525
CP18,PosthNakatsukaCell2018,Brazil_LapaDoSanto_9600BP,7600-7520 calBCE (8560±30 BP; MAMS-28706; manually calibrated by Thomas Harper),-7560,-7560
CP19,PosthNakatsukaCell2018,Brazil_LapaDoSanto_9600BP_1d.rel.Lapa25,8210-7650 calBCE (8840±60 BP; Beta-271249; manually calibrated by Thomas Harper),-7930,-7930
CP23,PosthNakatsukaCell2018,Brazil_LapaDoSanto_9600BP,8219-7195 BCE [based on five other dates in site],-7707,-7707
CP25,PosthNakatsukaCell2018,Brazil_LapaDoSanto_9600BP,7730-7580 calBCE (8677±27 BP; MAMS-29425; manually calibrated by Thomas Harper),-7655,-7655
CP26,PosthNakatsukaCell2018,Brazil_LapaDoSanto_9600BP,8219-7195 BCE [based on five other dates in site],-7707,-7707
I3952,NarasimhanPattersonScience2019,Russia_Afanasievo,2866-2579 calBCE (4120±30 BP; PSUAMS-1957),-2723,-2722
I4074,OlaldeNature2018,Netherlands_BellBeaker,2278-1914 calBCE (3690±60 BP; GrA-15597),-2096,-2096
I4081_published,MathiesonNature2018,Romania_Mesolithic_IronGates_published,7580-7190 calBCE (8369±73 BP; OxA-31595),-7385,-7385
I4295,NarasimhanPattersonScience2019,Kazakhstan_LBA_Zevakinskiy,1211-1056 calBCE (2935±20 BP; PSUAMS-2515),-1134,-1134
I4303,OlaldeNature2018,France_MN,4779-4587 calBCE (5820±30 BP; PSUAMS-2260),-4683,-4683
I4312,NarasimhanPattersonScience2019,Uzbekistan_BA_Dzharkutan1,1736-1621 calBCE (3370±20 BP; PSUAMS-2516),-1679,-1678
I4313,NarasimhanPattersonScience2019,Uzbekistan_BA_Dzharkutan1,1513-1431 calBCE (3210±20 BP; PSUAMS-2517),-1472,-1472
I4314,NarasimhanPattersonScience2019,Uzbekistan_BA_Dzharkutan1_lc,1885-1701 calBCE (3480±25 BP; PSUAMS-2800),-1793,-1793
I4315,NarasimhanPattersonScience2019,Uzbekistan_BA_Dzharkutan1,1609-1465 calBCE (3255±15 BP; PSUAMS-2518),-1537,-1537
I4318,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Kairan,1767-1658 calBCE (3415±20 BP; PSUAMS-2961),-1713,-1712
I4321,NarasimhanPattersonScience2019,Kazakhstan_MLBA_KazakhMys,1640-1527 calBCE (3310±20 BP; PSUAMS-2962),-1584,-1584
I4322,NarasimhanPattersonScience2019,Kazakhstan_MLBA_KazakhMys,1611-1503 calBCE (3270±20 BP; PSUAMS-2544),-1557,-1557
I4323,NarasimhanPattersonScience2019,Kazakhstan_MLBA1_Kyzlbulak,1741-1627 calBCE (3385±20 BP; PSUAMS-2963),-1684,-1684
I4331,MathiesonNature2018,Croatia_MBA,1631-1521 calBCE (3305±20 BP; PSUAMS-2257),-1576,-1576
I4332,MathiesonNature2018,Croatia_MBA,1618-1513 calBCE (3290±20 BP; PSUAMS-2258),-1566,-1566
I4351,NarasimhanPattersonScience2019,Iran_C_HajjiFiruz,6056-5894 calBCE (7100±45 BP; PSUAMS-2151),-5975,-5975
I4419,LipsonCurrentBiology2018,Vanuatu_150BP,1690-1930 calCE (135±15 BP; UCIAMS-188792; marine correction applied according to Petchey et al. 2014),1810,1810
I4424,LipsonCurrentBiology2018,Vanuatu_150BP,1670-1950 calCE (190±15 BP; UCIAMS-188794; marine correction applied according to Petchey et al. 2014),1810,1810
I4425,LipsonCurrentBiology2018,Vanuatu_150BP,1680-1950 calCE (200±20 BP; UCIAMS-188795; marine correction applied according to Petchey et al. 2014),1815,1815
I4432,MathiesonNature2018,Latvia_HG,6075-5920 calBCE (7140±40 BP; PSUAMS-2230),-5998,-5998
I4434,MathiesonNature2018,Latvia_HG,5606-5385 calBCE (6530±35 BP; PSUAMS-2231),-5496,-5496
I4435,MathiesonNature2018,Latvia_MN,4146-3960 calBCE (5210±30 BP; PSUAMS-2232),-4053,-4053
I4436,MathiesonNature2018,Latvia_MN,4260-4050 calBCE (5335±30 BP; PSUAMS-2233),-4155,-4155
I4437,MathiesonNature2018,Latvia_MN,4329-4067 calBCE (5370±30 BP; PSUAMS-2234),-4198,-4198
I4438,MathiesonNature2018,Latvia_HG,5462-5220 calBCE (6335±35 BP; PSUAMS-2235),-5341,-5341
I4439,MathiesonNature2018,Latvia_HG,5763-5633 calBCE (6815±40 BP; PSUAMS-2236),-5698,-5698
I4440,MathiesonNature2018,Latvia_HG,5220-5039 calBCE (6180±30 BP; PSUAMS-2264),-5130,-5130
I4441,MathiesonNature2018,Latvia_HG,4837-4713 calBCE (5900±30 BP; PSUAMS-2265),-4775,-4775
I4450,LipsonCurrentBiology2018,Vanuatu_150BP,1520-1950 calCE (305±15 BP; UCIAMS-188793; marine correction applied according to Petchey et al. 2014),1735,1735
I1169,HarneyMayNatureCommunications2018,Israel_C,4500-3500 BCE,-4000,-4000
I4550,MathiesonNature2018,Latvia_HG,6601-6476 calBCE (7715±25 BP; PSUAMS-2835),-6539,-6538
I4551,MathiesonNature2018,Latvia_HG,5775-5666 calBCE (6845±25 BP; PSUAMS-2836),-5721,-5720
I4552,MathiesonNature2018,Latvia_HG,5479-5374 calBCE (6460±25 BP; PSUAMS-2837),-5427,-5426
I4553,MathiesonNature2018,Latvia_HG,5482-5375 calBCE (6470±25 BP; PSUAMS-2838),-5429,-5428
I4554,MathiesonNature2018,Latvia_MN,4042-3956 calBCE (5180±30 BP; PSUAMS-2237),-3999,-3999
I4562,OlaldeScience2019,Iberia_BA,1738-1623 calBCE (3375±20 BP; PSUAMS-3191),-1681,-1680
I4563,OlaldeScience2019,Iberia_BA_1d.rel.I4561,1700-1500 BCE,-1600,-1600
I4565,OlaldeScience2019,Iberia_C,3020-2909 calBCE (4355±20 BP; PSUAMS-2866),-2965,-2964
I4566,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Kairan_o,1729-1563 calBCE (3350±20 BP; PSUAMS-2991),-1646,-1646
I4626,MathiesonNature2018,Latvia_HG,5841-5636 calBCE (6840±55 BP; Hela-1212),-5739,-5738
I4627,MathiesonNature2018,Latvia_MN,4251-3976 calBCE (5280±55 BP; Ua-3639),-4114,-4114
I4628,MathiesonNature2018,Latvia_HG,5302-4852 calBCE (6145±80 BP; Ua-19883),-5077,-5077
I4629,MathiesonNature2018,Latvia_LN_CordedWare,3089-2676 calBCE (4280±60 BP; Ua-19811),-2883,-2882
I4655_published,MathiesonNature2018,Romania_Mesolithic_IronGates_published,7060-6570 calBCE (7904±93 BP; OxA-8581),-6815,-6815
I4657_published,MathiesonNature2018,Serbia_Mesolithic_IronGates_published,9755-9275 calBCE (9942±66 BP; PSUAMS-2294 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011),-9515,-9515
I4665_published,MathiesonNature2018,Serbia_EN_published,6205-5907 calBCE (7155±54 BP; OxA-25210; corrected for Freshwater Reservoir Effect),-6056,-6056
I4666_published,MathiesonNature2018,Serbia_EN_published,6222-5912 calBCE (7179±73 BP; OxA-25211; corrected for Freshwater Reservoir Effect),-6067,-6067
I4773,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Aktogai,1618-1513 calBCE (3290±20 BP; PSUAMS-2607),-1566,-1566
I4774,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Aktogai,1615-1509 calBCE (3285±20 BP; PSUAMS-2608),-1562,-1562
I4776,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Kairan,1767-1658 calBCE (3415±20 BP; PSUAMS-2912),-1713,-1712
I4778,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Karagash_father.or.son.I4262,1728-1546 calBCE (3345±20 BP; PSUAMS-2611),-1637,-1637
I4779,NarasimhanPattersonScience2019,Kazakhstan_MLBA_Kairan,1745-1636 calBCE (3395±20 BP; PSUAMS-2939),-1691,-1690
I4782,NarasimhanPattersonScience2019,Kazakhstan_MLBA_KazakhMys,1736-1621 calBCE (3370±20 BP; PSUAMS-2915),-1679,-1678
I4783,NarasimhanPattersonScience2019,Kazakhstan_MLBA_KazakhMys,1610-1454 calBCE (3250±20 BP; PSUAMS-2612),-1532,-1532
I4784,NarasimhanPattersonScience2019,Kazakhstan_MLBA2_Kyzlbulak,1618-1513 calBCE (3290±20 BP; PSUAMS-2613),-1566,-1566
I4787,NarasimhanPattersonScience2019,Kazakhstan_MLBA1_Taldysay,1379-1196 calBCE (3015±20 BP; PSUAMS-2614),-1288,-1288
I5014,OlaldeNature2018,Germany_BellBeaker,2500-2000 BCE,-2250,-2250
I0700,MathiesonNature2018,Bulgaria_MalakPreslavets_N_1d.rel.I1108,6077-5891 calBCE [6077-5929 calBCE (OxA-32534); 6027-5891 calBCE (OxA-32537)] (Clive Bonsall would like to publish date before we do),-5984,-5984
I0704_published,MathiesonNature2018,Bulgaria_N_published,6034-5843 calBCE (7070±50 BP; Poz-81119),-5939,-5938
I0706,MathiesonNature2018,Bulgaria_Dzhulyunitsa_N,6022-5887 calBCE (7075±37 BP; OxA-32777),-5955,-5954
I1108,MathiesonNature2018,Bulgaria_MalakPreslavets_N,6004-5846 calBCE (7044±38 BP; OxA-32530) (Clive Bonsall would like to publish date before we do),-5925,-5925
I1109,MathiesonNature2018,Bulgaria_MalakPreslavets_N,5733-5636 calBCE (6796±36 BP; OxA-32539) (Clive Bonsall would like to publish date before we do),-5685,-5684
I1113,MathiesonNature2018,Bulgaria_MalakPreslavets_N,6081-5984 calBCE (7162±35 BP; OxA-32532) (Clive Bonsall would like to publish date before we do),-6033,-6032
I1295,MathiesonNature2018,Bulgaria_MalakPreslavets_N,5877-5727 calBCE (6914±34 BP; OxA-32542) (Clive Bonsall would like to publish date before we do),-5802,-5802
I1296_published,MathiesonNature2018,Bulgaria_MalakPreslavets_N_published,5808-5642 calBCE (6796±36 BP; OxA-32540) (Clive Bonsall would like to publish date before we do),-5725,-5725
I1297,MathiesonNature2018,Bulgaria_MalakPreslavets_N,5977-5756 calBCE (6795±35 BP; OxA-32547) (Clive Bonsall would like to publish date before we do),-5867,-5866
I1733,MathiesonNature2018,Ukraine_Mesolithic,9000-7500 BCE,-8250,-8250
I1737_published,MathiesonNature2018,Ukraine_Mesolithic_published,8540-8301 calBCE (9200±35 BP; PSUAMS-2394),-8421,-8420
I2175,MathiesonNature2018,Bulgaria_EBA,3328-3015 calBCE (4445±35 BP; Ly-5515),-3172,-3172
I2176_published,MathiesonNature2018,Bulgaria_EBA_published,3338-3025 calBCE (4470±30 BP; Ly-5516),-3182,-3182
I2181_published,MathiesonNature2018,Bulgaria_C_published,4550-4455 calBCE (5680±30 BP; Beta-432803),-4503,-4502
I2215_published,MathiesonNature2018,Bulgaria_MalakPreslavets_N_published,6070-5990 calBCE (7160±30 BP; PSUAMS-2341),-6030,-6030
I2216_published,MathiesonNature2018,Bulgaria_MalakPreslavets_N_published,5984-5806 calBCE (7000±30 BP; PSUAMS-2340),-5895,-5895
I2423,MathiesonNature2018,Bulgaria_C,4520-4356 calBCE (5610±40 BP; Poz-83493),-4438,-4438
I2424,MathiesonNature2018,Bulgaria_C,4448-4260 calBCE (5490±40 BP; Poz-93494),-4354,-4354
I2425,MathiesonNature2018,Bulgaria_C,4679-4450 calBCE (5690±40 BP; Poz-83662),-4565,-4564
I2426_published,MathiesonNature2018,Bulgaria_C_published,4450-4264 calBCE (5500±40 BP; Poz-83501),-4357,-4357
I2430,MathiesonNature2018,Bulgaria_C,4545-4450 calBCE (5670±30 BP; Beta-432806),-4498,-4498
I2526,MathiesonNature2018,Bulgaria_C,5466-5305 calBCE (6370±25 BP; PSUAMS-2342),-5386,-5386
I4899,NarasimhanPattersonScience2019,Uzbekistan_BA_Bustan,1600-1300 BCE,-1450,-1450
I4901,NarasimhanPattersonScience2019,Uzbekistan_BA_Dzharkutan2,2100-1800 BCE,-1950,-1950
I5015,OlaldeNature2018,Hungary_EBA_BellBeaker,2467-2211 calBCE (3874±33 BP; DeA-2877),-2339,-2339
I4124,OlaldeNature2018 (known there as I5017),Germany_BellBeaker,2461-2207 calBCE (3855±35 BP; Poz-84458; date suspect because C:N ratio 3.65),-2334,-2334
I5019,OlaldeNature2018,Germany_BellBeaker_lc,2500-2000 BCE,-2250,-2250
